Flow ID,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Total,Packet Count,Current Packet Length,Flow IAT Min,Flow IAT Max,Flow IAT Mean,Flow Duration,Label
76.223.92.165 10.0.2.16 443 35828 6,40,857,354.75,2838,8,40,8000000.0,2908000000.0,870285714.2857141,6091999999.999999,Signal
10.0.2.16 76.223.92.165 35828 443 6,40,106,76.25,610,8,96,13853000.0,2919355000.0,948457571.4285716,6639203000.0,Signal
10.0.2.16 76.223.92.165 42258 443 6,40,1237,519.375,4155,8,40,36000000.0,11744000000.0,2375428571.428571,16628000000.0,Signal
76.223.92.165 10.0.2.16 443 42258 6,40,990,205.125,1641,8,164,36000000.0,11748000000.0,2375428571.428571,16628000000.0,Signal
13.248.212.111 10.0.2.16 443 60878 6,40,857,448.5,3588,8,40,12000000.0,8748000000.0,1655428571.4285712,11588000000.0,Signal
10.0.2.16 13.248.212.111 60878 443 6,40,106,83.25,666,8,40,76000000.0,11661600000.0,3363087714.285714,23541614000.0,Signal
10.0.2.16 76.223.92.165 33102 443 6,40,1235,518.875,4151,8,40,30550000.0,10033450000.0,2332038142.857143,16324266999.999998,Signal
76.223.92.165 10.0.2.16 443 33102 6,40,989,204.75,1638,8,163,32000000.0,10032000000.0,2332571428.5714283,16328000000.0,Signal
76.223.92.165 10.0.2.16 443 33110 6,40,857,354.75,2838,8,40,4000000.0,3004000000.0,623999999.9999999,4367999999.999999,Signal
10.0.2.16 76.223.92.165 33110 443 6,40,106,76.25,610,8,96,7553000.0,3013017000.0,669148428.5714285,4684038999.999999,Signal
10.0.2.16 76.223.92.165 58172 443 6,40,1236,519.125,4153,8,40,32000000.0,9824000000.0,2313714285.714286,16196000000.000002,Signal
76.223.92.165 10.0.2.16 443 58172 6,40,989,205.0,1640,8,164,32000000.0,9824000000.0,2313714285.714286,16195999999.999998,Signal
13.248.212.111 10.0.2.16 443 45196 6,40,857,354.75,2838,8,40,8000000.0,2896000000.0,888571428.5714285,6220000000.0,Signal
10.0.2.16 13.248.212.111 45196 443 6,40,106,76.25,610,8,96,8000000.0,2928000000.0,924571428.5714284,6472000000.0,Signal
13.248.212.111 10.0.2.16 443 34574 6,40,857,448.5,3588,8,40,0.0,4200000000.0,1081142857.142857,7568000000.0,Signal
10.0.2.16 13.248.212.111 34574 443 6,40,106,90.25,722,8,40,89910000.0,8283222000.0,3608443142.857144,25259102000.000004,Signal
10.0.2.16 13.248.212.111 56788 443 6,40,106,76.875,615,8,40,12933000.0,26182941000.0,4562156285.714286,31935094000.000004,Signal
13.248.212.111 10.0.2.16 443 56788 6,40,857,354.75,2838,8,857,20000000.0,26168000000.0,4511428714.285714,31580001000.0,Signal
10.0.2.16 13.248.212.111 56796 443 6,40,1236,519.125,4153,8,40,30568000.0,10029432000.0,2338897000.0,16372278999.999998,Signal
13.248.212.111 10.0.2.16 443 56796 6,40,990,205.0,1640,8,163,32000000.0,10028000000.0,2339428571.428571,16376000000.000002,Signal
10.0.2.16 13.248.212.111 40608 443 6,40,1236,519.375,4155,8,40,28322000.0,9927551000.0,2311474571.428572,16180322000.0,Signal
13.248.212.111 10.0.2.16 443 40608 6,40,990,205.25,1642,8,164,32000000.0,9924000000.0,2312000000.0,16183999999.999998,Signal
13.248.212.111 10.0.2.16 443 40624 6,40,857,354.75,2838,8,40,4000000.0,2980000000.0,634285714.2857144,4440000000.0,Signal
10.0.2.16 13.248.212.111 40624 443 6,40,106,76.25,610,8,96,6178000.0,2987340000.0,681807428.5714285,4772652000.0,Signal
10.0.2.16 76.223.92.165 47716 443 6,40,1236,519.125,4153,8,40,26795000.0,9753205000.0,2311280714.285714,16178964999.999998,Signal
76.223.92.165 10.0.2.16 443 47716 6,40,990,205.0,1640,8,163,28000000.0,9752000000.0,2312000000.0,16183999999.999998,Signal
13.248.212.111 10.0.2.16 443 59964 6,40,857,354.75,2838,8,40,4000000.0,3040000000.0,881714285.7142857,6172000000.0,Signal
10.0.2.16 13.248.212.111 59964 443 6,40,106,76.25,610,8,96,7248000.0,3057542000.0,917841857.1428572,6424893000.0,Signal
13.248.212.111 10.0.2.16 443 41172 6,40,857,354.75,2838,8,40,28000000.0,2964000000.0,599428571.4285715,4196000000.0,Signal
10.0.2.16 13.248.212.111 41172 443 6,40,106,76.25,610,8,96,8000000.0,3000000000.0,637830857.1428572,4464816000.0,Signal
10.0.2.16 13.248.212.111 40808 443 6,40,1236,519.125,4153,8,40,36000000.0,10020000000.0,2333714285.7142854,16335999999.999994,Signal
13.248.212.111 10.0.2.16 443 40808 6,40,990,205.0,1640,8,163,36000000.0,10020000000.0,2333714285.7142854,16335999999.999994,Signal
13.248.212.111 10.0.2.16 443 40806 6,40,857,354.75,2838,8,40,20000000.0,2952000000.0,882285714.2857143,6175999999.999999,Signal
10.0.2.16 13.248.212.111 40806 443 6,40,106,76.25,610,8,96,12000000.0,2984000000.0,942285714.285714,6595999999.999999,Signal
10.0.2.16 13.248.212.111 44422 443 6,40,1236,519.25,4154,8,40,29541000.0,9733050000.0,2276220142.857143,15933541000.0,Signal
13.248.212.111 10.0.2.16 443 44422 6,40,990,205.125,1641,8,163,32000000.0,9732000000.0,2276571428.5714283,15935999999.999998,Signal
10.0.2.16 13.248.212.111 50538 443 6,40,1236,519.125,4153,8,40,36000000.0,10012001000.0,2344571571.428571,16412001000.0,Signal
13.248.212.111 10.0.2.16 443 50538 6,40,990,205.0,1640,8,163,36000000.0,10012001000.0,2344571571.428571,16412001000.0,Signal
10.0.2.16 13.248.212.111 43576 443 6,40,1236,519.25,4154,8,40,29048000.0,10019345000.0,2331747571.428571,16322232999.999996,Signal
13.248.212.111 10.0.2.16 443 43576 6,40,989,205.125,1641,8,164,32000000.0,10016000000.0,2332000000.0000005,16324000000.000002,Signal
76.223.92.165 10.0.2.16 443 48190 6,40,857,354.75,2838,8,40,12000000.0,2964000000.0,767428571.4285715,5372000000.0,Signal
10.0.2.16 76.223.92.165 48190 443 6,40,106,76.25,610,8,96,4000000.0,2973204000.0,812247285.7142856,5685731000.0,Signal
10.0.2.16 76.223.92.165 36198 443 6,40,106,76.875,615,8,40,16000000.0,26100000000.0,4389714285.714286,30728000000.0,Signal
76.223.92.165 10.0.2.16 443 36198 6,40,857,354.75,2838,8,857,28000000.0,26084000000.0,4343999999.999999,30408000000.0,Signal
10.0.2.16 76.223.92.165 36210 443 6,40,1237,519.5,4156,8,40,32000000.0,9272000000.0,1836000000.0,12852000000.0,Signal
76.223.92.165 10.0.2.16 443 36210 6,40,990,205.25,1642,8,164,28000000.0,9272000000.0,1835428571.4285712,12847999999.999998,Signal
10.0.2.16 76.223.92.165 46438 443 6,40,1236,519.125,4153,8,40,27680000.0,9916279000.0,2317668571.4285707,16223679999.999998,Signal
76.223.92.165 10.0.2.16 443 46438 6,40,989,205.0,1640,8,163,32000000.0,9916000000.0,2318285714.2857146,16228000000.000002,Signal
13.248.212.111 10.0.2.16 443 50548 6,40,857,354.75,2838,8,40,8000000.0,2952000000.0,772000000.0,5404000000.0,Signal
10.0.2.16 13.248.212.111 50548 443 6,40,106,76.25,610,8,96,8673000.0,2972560000.0,832151285.7142857,5825059000.0,Signal
10.0.2.16 13.248.212.111 36638 443 6,40,1236,519.25,4154,8,40,32670000.0,10005989000.0,2333809999.9999995,16336669999.999998,Signal
13.248.212.111 10.0.2.16 443 36638 6,40,990,205.125,1641,8,163,32000000.0,10008000000.0,2334285714.285714,16340000000.0,Signal
76.223.92.165 10.0.2.16 443 40644 6,40,857,354.75,2838,8,40,20000000.0,2960000000.0,834285714.2857141,5839999999.999999,Signal
10.0.2.16 76.223.92.165 40644 443 6,40,106,76.25,610,8,96,9519000.0,2988000000.0,871645571.4285713,6101519000.0,Signal
10.0.2.16 13.248.212.111 43526 443 6,40,1235,519.0,4152,8,40,30427000.0,10068000000.0,2345714285.714286,16419999999.999998,Signal
13.248.212.111 10.0.2.16 443 43526 6,40,990,204.875,1639,8,163,32000000.0,10068000000.0,2345714285.714286,16419999999.999998,Signal
13.248.212.111 10.0.2.16 443 43530 6,40,857,354.75,2838,8,40,8000000.0,3004001000.0,914857285.7142856,6404001000.0,Signal
10.0.2.16 13.248.212.111 43530 443 6,40,106,76.25,610,8,96,6072000.0,3014816000.0,962472857.1428572,6737310000.0,Signal
13.248.212.111 10.0.2.16 443 46424 6,40,857,288.125,2305,8,857,0.0,26148001000.0,4178857285.714286,29252001000.0,Signal
10.0.2.16 13.248.212.111 46424 443 6,40,434,119.125,953,8,106,3159000.0,26150431000.0,4292232142.857144,30045625000.0,Signal
10.0.2.16 13.248.212.111 46428 443 6,40,1236,519.0,4152,8,40,34554000.0,10057224000.0,2342636142.8571424,16398452999.999996,Signal
13.248.212.111 10.0.2.16 443 46428 6,40,989,204.875,1639,8,164,28000000.0,10056001000.0,2341714428.5714283,16392000999.999996,Signal
76.223.92.165 10.0.2.16 443 43170 6,40,857,354.75,2838,8,40,8000000.0,2960000000.0,1010285714.2857144,7072000000.0,Signal
10.0.2.16 76.223.92.165 43170 443 6,40,106,76.25,610,8,96,5173000.0,2970831000.0,1059777142.8571428,7418440000.0,Signal
10.0.2.16 76.223.92.165 60494 443 6,40,1235,519.0,4152,8,40,29240000.0,10014760000.0,2335759857.1428576,16350319000.000002,Signal
76.223.92.165 10.0.2.16 443 60494 6,40,990,204.875,1639,8,163,32000000.0,10012000000.0,2336000000.0,16352000000.0,Signal
10.0.2.16 76.223.92.165 59976 443 6,40,434,126.625,1013,8,96,6274000.0,25954846000.0,4154007571.428571,29078053000.0,Signal
76.223.92.165 10.0.2.16 443 59976 6,40,857,186.0,1488,8,40,4000000.0,25948001000.0,3721143000.0,26048001000.0,Signal
10.0.2.16 76.223.92.165 59992 443 6,40,1236,519.125,4153,8,40,30568000.0,9884992000.0,2309723714.285714,16168066000.0,Signal
76.223.92.165 10.0.2.16 443 59992 6,40,989,205.0,1640,8,164,32000000.0,9884001000.0,2310285857.142857,16172000999.999998,Signal
10.0.2.16 76.223.92.165 56030 443 6,40,1236,519.0,4152,8,40,30355000.0,9953426000.0,2320410571.428571,16242874000.0,Signal
76.223.92.165 10.0.2.16 443 56030 6,40,989,204.875,1639,8,163,32000000.0,9952000000.0,2321142857.142857,16248000000.000002,Signal
76.223.92.165 10.0.2.16 443 56040 6,40,857,354.75,2838,8,40,12000000.0,3012000000.0,685714285.7142857,4800000000.0,Signal
10.0.2.16 76.223.92.165 56040 443 6,40,106,76.25,610,8,96,11810000.0,3036000000.0,728544285.7142855,5099809999.999999,Signal
10.0.2.16 76.223.92.165 47134 443 6,40,1235,518.875,4151,8,40,30122000.0,9936897000.0,2313472142.857143,16194305000.0,Signal
76.223.92.165 10.0.2.16 443 47134 6,40,989,204.75,1638,8,163,32000000.0,9936001000.0,2313714428.571429,16196000999.999998,Signal
76.223.92.165 10.0.2.16 443 47128 6,40,857,354.75,2838,8,40,4000000.0,3040000000.0,597142857.1428571,4180000000.0,Signal
10.0.2.16 76.223.92.165 47128 443 6,40,106,69.25,554,8,96,6341000.0,3035863000.0,597477285.7142857,4182341000.0,Signal
13.248.212.111 10.0.2.16 443 60844 6,40,857,288.125,2305,8,857,4000000.0,26144001000.0,4172571571.4285703,29208001000.0,Signal
10.0.2.16 13.248.212.111 60844 443 6,40,434,119.125,953,8,106,4000000.0,26152001000.0,4294858857.1428566,30064012000.0,Signal
10.0.2.16 13.248.212.111 60850 443 6,40,1236,519.0,4152,8,40,30150000.0,9857850000.0,2321897285.7142854,16253280999.999998,Signal
13.248.212.111 10.0.2.16 443 60850 6,40,989,204.875,1639,8,164,32000000.0,9856000000.0,2322285714.2857146,16256000000.0,Signal
10.0.2.16 13.248.212.111 33248 443 6,40,1236,519.25,4154,8,40,35378000.0,9968622000.0,2329714428.571429,16308001000.0,Signal
13.248.212.111 10.0.2.16 443 33248 6,40,990,205.125,1641,8,164,36000000.0,9964000000.0,2329714428.5714283,16308000999.999998,Signal
13.248.212.111 10.0.2.16 443 33242 6,40,857,354.75,2838,8,40,4000000.0,3012001000.0,786285857.142857,5504000999.999999,Signal
10.0.2.16 13.248.212.111 33242 443 6,40,106,76.25,610,8,96,8094000.000000001,3015123000.0,827527571.4285712,5792692999.999999,Signal
10.0.2.16 76.223.92.165 39982 443 6,40,1236,519.125,4153,8,40,29151000.0,9894400000.0,2320651142.8571424,16244557999.999998,Signal
76.223.92.165 10.0.2.16 443 39982 6,40,990,205.0,1640,8,163,32000000.0,9892000000.0,2320571428.571429,16244000000.0,Signal
76.223.92.165 10.0.2.16 443 39996 6,40,857,354.75,2838,8,107,8000000.0,2980000000.0,624571428.5714285,4372000000.0,Signal
10.0.2.16 76.223.92.165 39996 443 6,40,106,76.25,610,8,40,11303000.0,6168697000.0,1525539000.0,10678773000.0,Signal
10.0.2.16 76.223.92.165 43440 443 6,40,1236,519.125,4153,8,40,30081000.0,9891593000.0,2301511571.428571,16110581000.0,Signal
76.223.92.165 10.0.2.16 443 43440 6,40,990,205.0,1640,8,164,32000000.0,9888000000.0,2301714285.7142854,16111999999.999998,Signal
76.223.92.165 10.0.2.16 443 43426 6,40,857,354.75,2838,8,40,8000000.0,2936000000.0,814857142.8571428,5704000000.0,Signal
10.0.2.16 76.223.92.165 43426 443 6,40,106,76.25,610,8,96,8873000.0,2976000000.0,846804000.0,5927628000.0,Signal
10.0.2.16 76.223.92.165 58786 443 6,40,1236,519.125,4153,8,40,30287000.0,9979986000.0,2324326714.285714,16270287000.0,Signal
76.223.92.165 10.0.2.16 443 58786 6,40,989,205.0,1640,8,163,32000000.0,9976000000.0,2324571428.571429,16272000000.000002,Signal
76.223.92.165 10.0.2.16 443 58770 6,40,857,354.75,2838,8,40,12000000.0,2984000000.0,689142857.1428572,4824000000.0,Signal
10.0.2.16 76.223.92.165 58770 443 6,40,106,76.25,610,8,96,11944000.0,3007680000.0,725437428.5714285,5078062000.0,Signal
10.0.2.16 76.223.92.165 59368 443 6,40,1236,519.125,4153,8,40,32698000.0,9986361000.0,2323528285.7142854,16264698000.0,Signal
76.223.92.165 10.0.2.16 443 59368 6,40,989,205.0,1640,8,163,24000000.0,9984000000.0,2322285714.2857146,16256000000.0,Signal
13.248.212.111 10.0.2.16 443 47738 6,40,857,354.75,2838,8,40,0.0,2948000000.0,689714285.7142857,4828000000.0,Signal
10.0.2.16 13.248.212.111 47738 443 6,40,106,76.25,610,8,96,4503000.0,2966989000.0,725222142.8571427,5076554999.999999,Signal
10.0.2.16 13.248.212.111 50642 443 6,40,1236,519.25,4154,8,40,27880000.0,9979918000.0,2324895571.428571,16274269000.0,Signal
13.248.212.111 10.0.2.16 443 50642 6,40,990,205.125,1641,8,163,32000000.0,9976000000.0,2325143000.0,16276001000.0,Signal
13.248.212.111 10.0.2.16 443 50626 6,40,857,354.75,2838,8,40,0.0,3000001000.0,754285857.1428572,5280001000.0,Signal
10.0.2.16 13.248.212.111 50626 443 6,40,106,76.25,610,8,96,8116999.999999999,3016770000.0,804611000.0000002,5632277000.000001,Signal
13.248.212.111 10.0.2.16 443 54676 6,40,989,214.0,1712,8,40,32000000.0,11800001000.0,3996000142.8571424,27972001000.0,Signal
10.0.2.16 13.248.212.111 54676 443 6,40,1236,519.125,4153,8,1235,27747000.0,11804254000.0,3996220714.2857146,27973545000.0,Signal
10.0.2.16 13.248.212.111 54660 443 6,40,106,76.875,615,8,40,13250000.0,25974785000.0,4550571428.571428,31854000000.0,Signal
13.248.212.111 10.0.2.16 443 54660 6,40,857,354.75,2838,8,857,4000000.0,25972001000.0,4472571571.428572,31308001000.0,Signal
10.0.2.16 13.248.212.111 56414 443 6,40,1236,519.0,4152,8,40,29691000.0,9928974000.0,2313384571.428572,16193692000.000002,Signal
13.248.212.111 10.0.2.16 443 56414 6,40,989,204.875,1639,8,164,32000000.0,9928001000.0,2313714428.571429,16196000999.999998,Signal
76.223.92.165 10.0.2.16 443 60404 6,40,857,354.75,2838,8,40,4000000.0,2968000000.0,776571428.5714285,5436000000.0,Signal
10.0.2.16 76.223.92.165 60404 443 6,40,106,76.25,610,8,96,3128000.0,2983348000.0,814728428.5714285,5703099000.0,Signal
13.248.212.111 10.0.2.16 443 55634 6,40,1480,539.25,4314,8,145,0.0,40000000.0,12000000.0,84000000.0,Signal
10.0.2.16 13.248.212.111 55634 443 6,40,434,105.0,840,8,40,0.0,40000000.0,12000000.0,84000000.0,Signal
13.248.212.111 10.0.2.16 443 55650 6,40,989,213.875,1711,8,40,32000000.0,11660000000.0,3988000142.857143,27916001000.0,Signal
10.0.2.16 13.248.212.111 55650 443 6,40,1236,519.0,4152,8,1235,31811000.0,11660189000.0,3988476857.142858,27919338000.000008,Signal
13.248.212.111 10.0.2.16 443 49202 6,40,857,354.75,2838,8,40,12000000.0,3240000000.0,1099999999.9999998,7699999999.999999,Signal
10.0.2.16 13.248.212.111 49202 443 6,40,106,76.25,610,8,96,3925000.0,3192000000.0,1137747428.5714283,7964232000.0,Signal
10.0.2.16 76.223.92.165 46554 443 6,40,386,210.0,1680,8,40,16348999.999999998,30119275000.0,8478026571.42857,59346185999.99999,Signal
76.223.92.165 10.0.2.16 443 46554 6,40,1141,355.875,2847,8,1140,12000000.0,30116001000.0,8478285857.142856,59348001000.0,Signal
10.0.2.16 76.223.92.165 46564 443 6,40,1394,717.0,5736,8,40,30758000.0,29125242000.0,9052333285.714289,63366333000.000015,Signal
76.223.92.165 10.0.2.16 443 46564 6,40,255,147.5,1180,8,255,32000000.0,29124000000.0,9052000142.857143,63364001000.0,Signal
20.189.173.11 10.0.2.16 443 46715 6,40,551,176.375,1411,8,40,0.0,10824001000.0,1561143000.0,10928001000.0,Teams
10.0.2.16 20.189.173.11 46715 443 6,40,965,348.125,2785,8,40,-3794000.0,10821216000.0,1581714428.5714283,11072001000.0,Teams
10.0.2.16 20.189.173.11 54286 443 6,652,1500,1394.0,11152,8,1500,-1447000.0,629000.0,-112714.285714286,-789000.0,Teams
20.189.173.11 10.0.2.16 443 54286 6,40,40,40.0,320,8,40,0.0,0.0,0.0,0.0,Teams
10.0.2.16 52.114.159.142 48387 443 6,40,302,121.125,969,8,300,0.0,17047999999.999998,3444463142.8571424,24111242000.0,Teams
52.114.159.142 10.0.2.16 443 48387 6,40,1480,520.75,4166,8,40,0.0,17047999999.999998,3444571428.5714283,24112000000.0,Teams
20.189.173.11 10.0.2.16 443 58744 6,40,493,153.25,1226,8,40,0.0,6032000000.0,876000000.0,6132000000.0,Teams
10.0.2.16 20.189.173.11 58744 443 6,40,1500,980.0,7840,8,1500,48000.0,5971048000.0,875999999.9999998,6131999999.999999,Teams
52.113.206.192 10.0.2.16 443 37912 6,40,138,63.375,507,8,78,0.0,88000000.0,15428571.42857143,108000000.0,Teams
10.0.2.16 52.113.206.192 37912 443 6,40,1500,283.5,2268,8,40,-2566000.0,87857000.0,15428571.428571433,108000000.0,Teams
10.0.2.16 52.113.206.192 37888 443 6,40,1323,222.5,1780,8,40,-3765000.0,172000000.0,39616714.28571428,277317000.0,Teams
52.113.206.192 10.0.2.16 443 37888 6,40,779,149.375,1195,8,779,0.0,128000000.0,33714285.71428572,236000000.00000003,Teams
10.0.2.16 20.44.10.123 49062 443 6,370,1500,1243.25,9946,8,370,-3059000.0,4000000.0,412714.285714286,2889000.0,Teams
20.44.10.123 10.0.2.16 443 49062 6,40,40,40.0,320,8,40,0.0,4000000.0,571428.571428571,4000000.0,Teams
104.46.162.224 10.0.2.16 443 47756 6,40,495,103.25,826,8,40,0.0,312000000.0,46285714.28571428,324000000.0,Teams
10.0.2.16 104.46.162.224 47756 443 6,40,1500,1111.375,8891,8,1500,-1533000.0,312000000.0,46719857.14285715,327039000.0,Teams
104.46.162.224 10.0.2.16 443 60584 6,40,539,222.625,1781,8,495,0.0,248000000.0,77142857.14285715,540000000.0,Teams
10.0.2.16 104.46.162.224 60584 443 6,40,1500,720.625,5765,8,40,-233000.0,308000000.0,85714285.71428572,600000000.0,Teams
52.112.115.29 10.0.2.16 443 51020 6,40,773,209.625,1677,8,142,8000000.0,64284002000.0,9317714571.42857,65224001999.99999,Teams
10.0.2.16 52.112.115.29 51020 443 6,40,346,132.0,1056,8,40,8000000.0,64286131000.0,9317714571.42857,65224002000.0,Teams
10.0.2.16 52.114.133.223 33224 443 6,40,528,224.875,1799,8,40,4782000.0,10844303000.0,1602404571.4285717,11216832000.0,Teams
52.114.133.223 10.0.2.16 443 33224 6,40,837,295.125,2361,8,473,8000000.0,10844000000.0,1602857142.857143,11220000000.0,Teams
10.0.2.16 52.113.194.132 53406 443 6,40,1500,992.75,7942,8,1500,0.0,566347000.0,144438714.28571427,1011071000.0,Teams
52.113.194.132 10.0.2.16 443 53406 6,40,210,82.5,660,8,40,0.0,564000000.0,143428571.42857143,1004000000.0,Teams
52.114.159.142 10.0.2.16 443 55265 6,40,1480,648.0,5184,8,1480,0.0,17220001000.0,3926285857.142857,27484001000.0,Teams
10.0.2.16 52.114.159.142 55265 443 6,40,301,88.5,708,8,40,0.0,17220001000.0,3918897571.4285703,27432283000.0,Teams
20.189.173.13 10.0.2.16 443 46904 6,40,493,96.625,773,8,40,0.0,6008001000.0,858285857.1428572,6008001000.0,Teams
10.0.2.16 20.189.173.13 46904 443 6,40,1500,1135.0,9080,8,964,-2749000.0,5946444000.0,849143000.0,5944001000.0,Teams
52.114.159.225 10.0.2.16 443 42130 6,40,1480,243.375,1947,8,1480,0.0,108000000.0,29142857.142857146,204000000.0,Teams
10.0.2.16 52.114.159.225 42130 443 6,40,1358,226.875,1815,8,40,-4036000.0,104499000.0,29142857.142857146,204000000.0,Teams
10.0.2.16 52.112.115.24 50082 443 6,40,604,168.875,1351,8,40,27414000.0,1495232000.0,359671857.14285713,2517703000.0,Teams
52.112.115.24 10.0.2.16 443 50082 6,40,443,131.375,1051,8,40,20000000.0,1536000000.0,312571428.57142854,2187999999.9999995,Teams
52.114.159.225 10.0.2.16 443 42116 6,40,1480,716.875,5735,8,1216,0.0,208000000.0,75428571.42857143,528000000.0,Teams
10.0.2.16 52.114.159.225 42116 443 6,40,527,105.625,845,8,40,0.0,182817000.0,75428571.42857143,528000000.0,Teams
10.0.2.16 104.208.16.90 43498 443 6,40,1500,1135.0,9080,8,963,-1171000.0,3484401000.0,497714285.7142857,3484000000.0,Teams
104.208.16.90 10.0.2.16 443 43498 6,40,40,40.0,320,8,40,0.0,4000000.0,571428.571428571,4000000.0,Teams
10.0.2.16 52.114.159.142 36659 443 6,40,301,121.125,969,8,301,0.0,17152000999.999998,3451675714.285714,24161730000.0,Teams
52.114.159.142 10.0.2.16 443 36659 6,40,1480,520.375,4163,8,40,0.0,17152000999.999998,3451428714.2857146,24160001000.0,Teams
52.114.159.142 10.0.2.16 443 42091 6,40,1480,392.0,3136,8,1480,0.0,9920000000.0,2055428714.285714,14388001000.0,Teams
10.0.2.16 52.114.159.142 42091 443 6,40,1477,251.375,2011,8,40,1349000.0,9876000000.0,2055428714.285714,14388001000.0,Teams
52.113.206.195 10.0.2.16 443 39030 6,40,1204,391.0,3128,8,40,4000000.0,13592001000.0,3529143000.0,24704001000.0,Teams
10.0.2.16 52.113.206.195 39030 443 6,40,528,225.25,1802,8,454,5376000.0,13587773000.0,3528539000.0,24699773000.0,Teams
20.189.173.9 10.0.2.16 443 58907 6,40,605,228.625,1829,8,40,0.0,46284001000.0,8161714571.428572,57132002000.00001,Teams
10.0.2.16 20.189.173.9 58907 443 6,40,971,349.125,2793,8,40,-3952000.0,46286384000.0,8162054999.999999,57134384999.99999,Teams
10.0.2.16 20.189.173.9 57094 443 6,577,1500,1384.625,11077,8,1500,0.0,1419000.0,256000.0,1792000.0,Teams
20.189.173.9 10.0.2.16 443 57094 6,40,40,40.0,320,8,40,0.0,4000000.0,571428.571428571,4000000.0,Teams
52.113.206.195 10.0.2.16 443 57118 6,40,1070,190.5,1524,8,40,0.0,62036002000.0,8913714571.428572,62396002000.0,Teams
52.113.206.195 10.0.2.16 443 57134 6,40,1227,463.0,3704,8,838,8000000.0,13676001000.0,2018285857.1428568,14128000999.999998,Teams
10.0.2.16 52.113.206.195 57134 443 6,40,528,234.25,1874,8,40,6191000.0,13668001000.0,2012000142.8571427,14084000999.999998,Teams
20.110.63.249 10.0.2.16 443 57988 6,40,1480,897.875,7183,8,1480,0.0,52000000.0,15428571.428571433,108000000.0,Teams
10.0.2.16 20.110.63.249 57988 443 6,40,781,152.375,1219,8,40,0.0,49212000.0,15428571.428571433,108000000.0,Teams
40.79.197.34 10.0.2.16 443 36652 6,40,537,102.125,817,8,40,0.0,4192000000.0,598857142.8571428,4192000000.0,Teams
10.0.2.16 40.79.197.34 36652 443 6,40,1500,1211.5,9692,8,1500,-2731000.0,4194521000.0,598857142.8571428,4192000000.0,Teams
40.79.197.34 10.0.2.16 443 44568 6,40,495,103.25,826,8,40,0.0,6024000000.0,892000000.0,6244000000.0,Teams
10.0.2.16 40.79.197.34 44568 443 6,40,1500,1115.125,8921,8,1500,-764000.0,6024854000.0,892122000.0,6244854000.0,Teams
10.0.2.16 52.114.159.60 33710 443 6,40,1322,295.5,2364,8,277,0.0,13729477000.0,2027674000.0,14193717999.999998,Teams
52.114.159.60 10.0.2.16 443 33710 6,40,1219,296.5,2372,8,40,0.0,13728001000.0,2028000142.857143,14196001000.0,Teams
52.114.159.60 10.0.2.16 443 33720 6,40,96,63.375,507,8,40,0.0,92000000.0,18857142.85714286,132000000.0,Teams
10.0.2.16 52.114.159.60 33720 443 6,40,1359,227.0,1816,8,78,-583000.0,92000000.0,19095714.285714287,133670000.0,Teams
52.168.112.67 10.0.2.16 443 60440 6,40,537,102.125,817,8,40,0.0,4772001000.0,682285857.1428572,4776001000.0,Teams
10.0.2.16 52.168.112.67 60440 443 6,40,1500,1135.0,9080,8,888,-2135000.0,4773839000.0,681714428.5714285,4772000999.999999,Teams
40.70.161.7 10.0.2.16 443 60272 6,40,1480,565.75,4526,8,40,0.0,59948002000.0,8578286000.0,60048002000.00001,Teams
10.0.2.16 40.70.161.7 60272 443 6,40,922,166.0,1328,8,40,0.0,59950244000.0,8578606285.714285,60050244000.0,Teams
10.0.2.16 20.42.73.24 56344 443 6,40,1500,989.625,7917,8,71,-1741000.0,80000000.0,11846571.42857143,82926000.0,Teams
20.42.73.24 10.0.2.16 443 56344 6,40,525,100.625,805,8,40,0.0,80000000.0,11428571.42857143,80000000.0,Teams
52.113.194.132 10.0.2.16 443 52840 6,1480,1480,1480.0,11840,8,1480,0.0,0.0,0.0,0.0,Teams
10.0.2.16 52.113.194.132 52840 443 6,40,40,40.0,320,8,40,0.0,0.0,0.0,0.0,Teams
52.114.159.142 10.0.2.16 443 40105 6,40,1480,694.125,5553,8,902,0.0,108000000.0,28571428.57142857,200000000.0,Teams
10.0.2.16 52.114.159.142 40105 443 6,40,1477,239.375,1915,8,40,0.0,97142000.0,28571428.57142857,200000000.0,Teams
10.0.2.16 20.42.73.24 33296 443 6,577,1500,1317.5,10540,8,1500,-3077000.0,156000.0,-413571.428571429,-2895000.0,Teams
20.42.73.24 10.0.2.16 443 33296 6,40,40,40.0,320,8,40,0.0,4000000.0,571428.571428571,4000000.0,Teams
10.0.2.16 52.114.133.223 57820 443 6,40,528,224.875,1799,8,40,14886000.0,10887837000.0,1617142857.142857,11319999999.999998,Teams
52.114.133.223 10.0.2.16 443 57820 6,40,837,295.125,2361,8,473,12000000.0,10884000000.0,1617142857.1428573,11320000000.0,Teams
51.104.15.252 10.0.2.16 443 35156 6,40,91,46.375,371,8,40,0.0,4000000.0,571428.571428571,4000000.0,Teams
10.0.2.16 51.104.15.252 35156 443 6,40,1500,1202.0,9616,8,1500,-2044000.0,5948000.0,571428.571428571,4000000.0,Teams
